100.000	3797689133.382	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689133.483	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689133.583	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689133.683	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689133.784	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689133.884	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689133.985	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689134.085	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689134.185	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689134.284	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689134.384	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689134.486	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689134.587	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689134.687	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689134.786	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689134.887	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689134.987	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689135.088	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689135.188	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689135.288	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689135.387	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689135.488	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689135.588	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689135.689	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689135.789	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689135.889	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689135.989	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689136.090	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689136.190	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689136.289	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689136.389	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689136.490	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689136.590	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689136.690	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
100.000	3797689136.790	99.100	99.100	99.100	37.700	99.100	99.100	99.100	37.700	37.700	99.100
