3797687067.384	1.000
3797687067.385	2.000
3797687067.391	3.000
3797687067.397	4.000
3797687067.404	5.000
3797687067.409	6.000
3797687067.415	7.000
3797687067.420	8.000
3797687067.426	9.000
3797687067.427	10.000
3797687067.432	11.000
3797687067.437	12.000
3797687067.443	13.000
3797687067.448	14.000
3797687067.454	15.000
3797687067.459	16.000
3797687067.465	17.000
3797687067.470	18.000
3797687067.476	19.000
3797687067.482	20.000
3797687067.487	21.000
3797687067.492	22.000
3797687067.498	23.000
3797687067.503	24.000
3797687067.508	25.000
3797687067.514	26.000
3797687067.519	27.000
3797687067.524	28.000
3797687067.530	29.000
3797687067.535	30.000
3797687067.541	31.000
3797687067.547	32.000
3797687067.553	33.000
3797687067.559	34.000
3797687067.565	35.000
3797687067.571	36.000
3797687067.577	37.000
3797687067.582	38.000
3797687067.588	39.000
3797687067.593	40.000
3797687067.598	41.000
3797687067.603	42.000
3797687067.608	43.000
3797687067.614	44.000
3797687067.619	45.000
3797687067.624	46.000
3797687067.630	47.000
3797687067.635	48.000
3797687067.644	49.000
3797687067.656	50.000
3797687067.662	51.000
3797687067.668	52.000
3797687067.674	53.000
3797687067.680	54.000
3797687067.686	55.000
3797687067.692	56.000
3797687067.699	57.000
3797687067.705	58.000
3797687067.711	59.000
3797687067.717	60.000
3797687067.723	61.000
3797687067.729	62.000
3797687067.734	63.000
3797687067.741	64.000
3797687067.747	65.000
3797687067.752	66.000
3797687067.758	67.000
3797687067.765	68.000
3797687067.772	69.000
3797687067.778	70.000
3797687067.784	71.000
3797687067.791	72.000
3797687067.798	73.000
3797687067.804	74.000
3797687067.810	75.000
3797687067.816	76.000
3797687067.822	77.000
3797687067.828	78.000
3797687067.835	79.000
3797687067.841	80.000
3797687067.847	81.000
3797687067.853	82.000
3797687067.860	83.000
3797687067.867	84.000
3797687067.874	85.000
3797687067.880	86.000
3797687067.886	87.000
3797687067.892	88.000
3797687067.898	89.000
3797687067.904	90.000
3797687067.910	91.000
3797687067.916	92.000
3797687067.922	93.000
3797687067.928	94.000
3797687067.934	95.000
3797687067.941	96.000
3797687067.946	97.000
3797687067.952	98.000
3797687067.958	99.000
3797687067.965	100.000
3797687067.971	101.000
3797687067.977	102.000
3797687067.982	103.000
3797687067.989	104.000
3797687067.995	105.000
3797687068.001	106.000
3797687068.007	107.000
3797687068.014	108.000
3797687068.020	109.000
3797687068.026	110.000
3797687068.031	111.000
3797687068.037	112.000
3797687068.042	113.000
3797687068.049	114.000
3797687068.055	115.000
3797687068.061	116.000
3797687068.067	117.000
3797687068.073	118.000
3797687068.079	119.000
3797687068.085	120.000
3797687068.092	121.000
3797687068.098	122.000
3797687068.104	123.000
3797687068.109	124.000
3797687068.116	125.000
3797687068.122	126.000
3797687068.129	127.000
3797687068.136	128.000
3797687068.142	129.000
3797687068.149	130.000
3797687068.155	131.000
3797687068.161	132.000
3797687068.167	133.000
3797687068.173	134.000
3797687068.179	135.000
3797687068.185	136.000
3797687068.191	137.000
3797687068.198	138.000
3797687068.204	139.000
3797687068.211	140.000
3797687068.217	141.000
3797687068.223	142.000
3797687068.228	143.000
3797687068.234	144.000
3797687068.241	145.000
3797687068.247	146.000
3797687068.253	147.000
3797687068.259	148.000
3797687068.265	149.000
3797687068.272	150.000
3797687068.278	151.000
3797687068.284	152.000
3797687068.289	153.000
3797687068.295	154.000
3797687068.301	155.000
3797687068.308	156.000
3797687068.314	157.000
3797687068.320	158.000
3797687068.327	159.000
3797687068.333	160.000
3797687068.339	161.000
3797687068.345	162.000
3797687068.352	163.000
3797687068.358	164.000
3797687069.124	67683.000
3797687069.124	67684.000
3797687069.131	67685.000
3797687069.137	67686.000
3797687069.143	67687.000
3797687069.149	67688.000
3797687069.155	67689.000
3797687069.161	67690.000
3797687069.168	67691.000
3797687069.174	67692.000
3797687069.180	67693.000
3797687069.186	67694.000
3797687069.192	67695.000
3797687069.199	67696.000
3797687069.205	67697.000
3797687069.212	67698.000
3797687069.218	67699.000
3797687069.224	67700.000
3797687069.231	67701.000
3797687069.237	67702.000
3797687069.244	67703.000
3797687069.250	67704.000
3797687069.257	67705.000
3797687069.264	67706.000
3797687069.271	67707.000
3797687069.277	67708.000
3797687069.283	67709.000
3797687069.289	67710.000
3797687069.295	67711.000
3797687069.296	67712.000
3797687069.302	67713.000
3797687069.308	67714.000
3797687069.315	67715.000
3797687069.321	67716.000
3797687069.327	67717.000
3797687069.333	67718.000
3797687069.339	67719.000
3797687069.345	67720.000
3797687069.352	67721.000
3797687069.358	67722.000
3797687069.364	67723.000
3797687069.371	67724.000
3797687069.377	67725.000
3797687069.383	67726.000
3797687069.390	67727.000
3797687069.396	67728.000
3797687069.402	67729.000
3797687069.409	67730.000
3797687069.415	67731.000
3797687069.421	67732.000
3797687069.428	67733.000
3797687069.434	67734.000
3797687069.440	67735.000
3797687069.447	67736.000
3797687069.453	67737.000
3797687069.459	67738.000
3797687069.465	67739.000
3797687069.472	67740.000
3797687069.479	67741.000
3797687069.486	67742.000
3797687069.492	67743.000
3797687069.499	67744.000
3797687069.506	67745.000
3797687069.512	67746.000
3797687069.518	67747.000
3797687069.525	67748.000
3797687069.531	67749.000
3797687069.539	67750.000
3797687069.546	67751.000
3797687069.552	67752.000
3797687069.559	67753.000
3797687069.566	67754.000
3797687069.572	67755.000
3797687069.579	67756.000
3797687069.585	67757.000
3797687069.592	67758.000
3797687069.599	67759.000
3797687069.605	67760.000
3797687069.611	67761.000
3797687069.618	67762.000
3797687069.624	67763.000
3797687069.631	67764.000
3797687069.638	67765.000
3797687069.644	67766.000
3797687069.651	67767.000
3797687069.657	67768.000
3797687069.664	67769.000
3797687069.670	67770.000
3797687069.677	67771.000
3797687069.683	67772.000
3797687069.689	67773.000
3797687069.696	67774.000
3797687069.702	67775.000
3797687069.709	67776.000
3797687069.716	67777.000
3797687069.722	67778.000
3797687069.729	67779.000
3797687069.735	67780.000
3797687069.740	67781.000
3797687069.747	67782.000
3797687069.754	67783.000
3797687069.761	67784.000
3797687069.768	67785.000
3797687069.773	67786.000
3797687069.780	67787.000
3797687069.787	67788.000
3797687069.793	67789.000
3797687069.800	67790.000
3797687069.807	67791.000
3797687069.813	67792.000
3797687069.820	67793.000
3797687069.828	67794.000
3797687069.834	67795.000
3797687069.841	67796.000
3797687069.848	67797.000
3797687069.855	67798.000
3797687069.862	67799.000
3797687069.868	67800.000
3797687069.875	67801.000
3797687069.882	67802.000
3797687069.889	67803.000
3797687069.896	67804.000
3797687069.903	67805.000
3797687069.909	67806.000
3797687069.916	67807.000
3797687069.923	67808.000
3797687069.930	67809.000
3797687069.937	67810.000
3797687069.943	67811.000
3797687069.950	67812.000
3797687069.956	67813.000
3797687069.969	67814.000
3797687069.969	67815.000
3797687069.976	67816.000
3797687069.983	67817.000
3797687069.989	67818.000
3797687069.996	67819.000
3797687070.002	67820.000
3797687070.009	67821.000
3797687070.016	67822.000
3797687070.022	67823.000
3797687070.033	67824.000
3797687070.034	67825.000
3797687070.040	67826.000
3797687070.047	67827.000
3797687070.054	67828.000
3797687070.062	67829.000
3797687070.068	67830.000
3797687070.075	67831.000
3797687070.082	67832.000
3797687070.089	67833.000
3797687070.095	67834.000
3797687070.102	67835.000
3797687070.108	67836.000
3797687070.115	67837.000
3797687070.121	67838.000
3797687070.128	67839.000
3797687070.135	67840.000
3797687070.142	67841.000
3797687070.148	67842.000
3797687070.155	67843.000
3797687070.162	67844.000
3797687070.169	67845.000
3797687070.176	67846.000
3797687070.182	67847.000
3797687070.189	67848.000
3797687070.196	67849.000
3797687070.203	67850.000
3797687070.209	67851.000
3797687070.215	67852.000
3797687070.221	67853.000
3797687070.228	67854.000
3797687070.235	67855.000
3797687070.241	67856.000
3797687070.247	67857.000
3797687070.253	67858.000
3797687070.260	67859.000
3797687070.266	67860.000
3797687070.273	67861.000
3797687070.279	67862.000
3797687070.285	67863.000
3797687070.292	67864.000
3797687070.298	67865.000
3797687070.304	67866.000
3797687070.311	67867.000
3797687070.317	67868.000
3797687070.323	67869.000
3797687070.329	67870.000
3797687070.335	67871.000
3797687070.342	67872.000
3797687070.348	67873.000
3797687070.354	67874.000
3797687070.361	67875.000
3797687070.367	67876.000
3797687070.373	67877.000
3797687070.379	67878.000
3797687070.386	67879.000
3797687070.393	67880.000
3797687070.400	67881.000
3797687070.407	67882.000
3797687070.414	67883.000
3797687071.351	150371.000
3797687071.351	150372.000
3797687071.358	150373.000
3797687071.365	150374.000
3797687071.372	150375.000
3797687071.378	150376.000
3797687071.385	150377.000
3797687071.392	150378.000
3797687071.405	150379.000
3797687071.405	150380.000
3797687071.412	150381.000
3797687071.419	150382.000
3797687071.426	150383.000
3797687071.433	150384.000
3797687071.440	150385.000
3797687071.447	150386.000
3797687071.454	150387.000
3797687071.460	150388.000
3797687071.467	150389.000
3797687071.474	150390.000
3797687071.481	150391.000
3797687071.488	150392.000
3797687071.495	150393.000
3797687071.502	150394.000
3797687071.508	150395.000
3797687071.515	150396.000
3797687071.523	150397.000
3797687071.529	150398.000
3797687071.536	150399.000
3797687071.543	150400.000
3797687071.550	150401.000
3797687071.557	150402.000
3797687071.563	150403.000
3797687071.570	150404.000
3797687071.577	150405.000
3797687071.584	150406.000
3797687071.591	150407.000
3797687071.598	150408.000
3797687071.605	150409.000
3797687071.612	150410.000
3797687071.620	150411.000
3797687071.626	150412.000
3797687071.637	150413.000
3797687071.645	150414.000
3797687071.652	150415.000
3797687071.660	150416.000
3797687071.667	150417.000
3797687071.675	150418.000
3797687071.682	150419.000
3797687071.690	150420.000
3797687071.698	150421.000
3797687071.705	150422.000
3797687071.712	150423.000
3797687071.720	150424.000
3797687071.727	150425.000
3797687071.734	150426.000
3797687071.741	150427.000
3797687071.749	150428.000
3797687071.757	150429.000
3797687071.764	150430.000
3797687071.771	150431.000
3797687071.779	150432.000
3797687071.788	150433.000
3797687071.796	150434.000
3797687071.804	150435.000
3797687071.811	150436.000
3797687071.819	150437.000
3797687071.826	150438.000
3797687071.834	150439.000
3797687071.841	150440.000
3797687071.849	150441.000
3797687071.856	150442.000
3797687071.865	150443.000
3797687071.872	150444.000
3797687071.880	150445.000
3797687071.888	150446.000
3797687071.896	150447.000
3797687071.903	150448.000
3797687071.911	150449.000
3797687071.918	150450.000
3797687071.926	150451.000
3797687071.934	150452.000
3797687071.941	150453.000
3797687071.949	150454.000
3797687071.956	150455.000
3797687071.964	150456.000
3797687071.971	150457.000
3797687071.979	150458.000
3797687071.986	150459.000
3797687071.994	150460.000
3797687072.001	150461.000
3797687072.009	150462.000
3797687072.017	150463.000
3797687072.025	150464.000
3797687072.032	150465.000
3797687072.039	150466.000
3797687072.046	150467.000
3797687072.053	150468.000
3797687072.059	150469.000
3797687072.066	150470.000
3797687072.073	150471.000
3797687072.081	150472.000
3797687072.088	150473.000
3797687072.095	150474.000
3797687072.102	150475.000
3797687072.109	150476.000
3797687072.116	150477.000
3797687072.123	150478.000
3797687072.130	150479.000
3797687072.137	150480.000
3797687072.144	150481.000
3797687072.151	150482.000
3797687072.159	150483.000
3797687072.166	150484.000
3797687072.172	150485.000
3797687072.179	150486.000
3797687072.186	150487.000
3797687072.192	150488.000
3797687072.199	150489.000
3797687072.206	150490.000
3797687072.213	150491.000
3797687072.219	150492.000
3797687072.226	150493.000
3797687072.233	150494.000
3797687072.240	150495.000
3797687072.246	150496.000
3797687072.253	150497.000
3797687072.260	150498.000
3797687072.266	150499.000
3797687072.273	150500.000
3797687072.279	150501.000
3797687072.285	150502.000
3797687072.292	150503.000
3797687072.298	150504.000
3797687072.305	150505.000
3797687072.312	150506.000
3797687072.319	150507.000
3797687072.325	150508.000
3797687072.332	150509.000
3797687072.339	150510.000
3797687072.346	150511.000
3797687072.352	150512.000
3797687072.359	150513.000
3797687072.365	150514.000
3797687072.372	150515.000
3797687072.378	150516.000
3797687072.385	150517.000
3797687072.393	150518.000
3797687072.401	150519.000
3797687072.407	150520.000
3797687072.414	150521.000
3797687072.420	150522.000
3797687072.427	150523.000
3797687072.438	150524.000
3797687072.439	150525.000
3797687072.446	150526.000
3797687072.452	150527.000
3797687072.459	150528.000
3797687072.466	150529.000
3797687072.473	150530.000
3797687072.480	150531.000
3797687072.486	150532.000
3797687072.493	150533.000
3797687072.499	150534.000
3797687072.505	150535.000
3797687072.512	150536.000
3797687072.517	150537.000
3797687072.524	150538.000
3797687072.531	150539.000
3797687072.537	150540.000
3797687072.544	150541.000
3797687072.550	150542.000
3797687072.557	150543.000
3797687072.564	150544.000
3797687072.570	150545.000
3797687072.577	150546.000
3797687072.584	150547.000
3797687072.591	150548.000
3797687072.597	150549.000
3797687072.604	150550.000
3797687072.611	150551.000
3797687072.617	150552.000
3797687072.623	150553.000
3797687072.629	150554.000
3797687072.636	150555.000
3797687072.642	150556.000
3797687073.574	231948.000
3797687073.574	231949.000
3797687073.582	231950.000
3797687073.589	231951.000
3797687073.595	231952.000
3797687073.602	231953.000
3797687073.609	231954.000
3797687073.615	231955.000
3797687073.622	231956.000
3797687073.629	231957.000
3797687073.635	231958.000
3797687073.642	231959.000
3797687073.649	231960.000
3797687073.658	231961.000
3797687073.664	231962.000
3797687073.671	231963.000
3797687073.678	231964.000
3797687073.686	231965.000
3797687073.692	231966.000
3797687073.699	231967.000
3797687073.706	231968.000
3797687073.712	231969.000
3797687073.718	231970.000
3797687073.725	231971.000
3797687073.732	231972.000
3797687073.738	231973.000
3797687073.745	231974.000
3797687073.752	231975.000
3797687073.758	231976.000
3797687073.765	231977.000
3797687073.772	231978.000
3797687073.778	231979.000
3797687073.791	231980.000
3797687073.791	231981.000
3797687073.798	231982.000
3797687073.804	231983.000
3797687073.811	231984.000
3797687073.818	231985.000
3797687073.824	231986.000
3797687073.831	231987.000
3797687073.837	231988.000
3797687073.843	231989.000
3797687073.850	231990.000
3797687073.857	231991.000
3797687073.862	231992.000
3797687073.869	231993.000
3797687073.876	231994.000
3797687073.883	231995.000
3797687073.889	231996.000
3797687073.895	231997.000
3797687073.902	231998.000
3797687073.907	231999.000
3797687073.915	232000.000
3797687073.922	232001.000
3797687073.928	232002.000
