200.167	82.000	0.000	6.631	0.000
200.180	82.000	0.000	6.631	0.000
200.193	82.000	0.000	6.631	0.000
200.210	82.000	0.000	6.631	0.000
200.220	82.000	0.000	6.631	0.000
200.233	82.000	0.000	6.631	0.000
200.246	82.000	0.000	6.631	0.000
200.258	82.000	0.000	6.631	0.000
200.271	82.000	0.000	6.631	0.000
200.283	82.000	0.000	6.631	0.000
200.295	81.000	0.000	6.631	0.000
200.308	81.000	0.000	6.631	0.000
200.319	81.000	0.000	6.631	0.000
200.331	81.000	0.000	6.631	0.000
200.344	81.000	0.000	6.631	0.000
200.355	81.000	0.000	6.631	0.000
200.369	81.000	0.000	6.631	0.000
200.381	81.000	0.000	6.631	0.000
200.398	81.000	0.000	6.631	0.000
200.410	81.000	0.000	6.631	0.000
200.425	81.000	0.000	6.631	0.000
200.439	81.000	0.000	6.631	0.000
200.455	81.000	0.000	6.631	0.000
200.466	81.000	0.000	6.631	0.000
200.479	81.000	0.000	6.631	0.000
200.491	81.000	0.000	6.631	0.000
200.509	80.000	0.000	6.631	0.000
200.520	80.000	0.000	6.631	0.000
200.533	80.000	0.000	6.631	0.000
200.546	80.000	0.000	6.631	0.000
200.558	80.000	0.000	6.631	0.000
200.568	80.000	0.000	6.631	0.000
200.582	80.000	0.000	6.631	0.000
200.595	80.000	0.000	6.631	0.000
200.605	80.000	0.000	6.631	0.000
200.624	80.000	0.000	6.631	0.000
200.635	80.000	0.000	6.631	0.000
200.647	80.000	0.000	6.631	0.000
200.658	80.000	0.000	6.631	0.000
200.671	80.000	0.000	6.631	0.000
200.684	80.000	0.000	6.631	0.000
200.696	80.000	0.000	6.631	0.000
200.708	80.000	0.000	6.631	0.000
200.720	80.000	0.000	6.631	0.000
200.732	80.000	0.000	6.631	0.000
200.746	80.000	0.000	6.631	0.000
200.763	79.000	0.000	6.631	0.000
200.774	80.000	0.000	6.631	0.000
200.786	79.000	0.000	6.631	0.000
200.798	79.000	0.000	6.631	0.000
200.811	79.000	0.000	6.631	0.000
200.823	79.000	0.000	6.631	0.000
200.836	80.000	0.000	6.631	0.000
200.849	79.000	0.000	6.631	0.000
200.860	79.000	0.000	6.631	0.000
200.872	80.000	0.000	6.631	0.000
200.884	80.000	0.000	6.631	0.000
200.896	80.000	0.000	6.631	0.000
200.909	79.000	0.000	6.631	0.000
200.920	80.000	0.000	6.631	0.000
200.933	79.000	0.000	6.631	0.000
200.947	80.000	0.000	6.631	0.000
200.959	79.000	0.000	6.631	0.000
200.970	80.000	0.000	6.631	0.000
200.983	80.000	0.000	6.631	0.000
200.994	80.000	0.000	6.631	0.000
201.008	79.000	0.000	6.631	0.000
201.020	79.000	0.000	6.631	0.000
201.032	80.000	0.000	6.631	0.000
201.049	79.000	0.000	6.631	0.000
201.060	79.000	0.000	6.631	0.000
201.073	79.000	0.000	6.631	0.000
201.085	79.000	0.000	6.631	0.000
201.097	79.000	0.000	6.631	0.000
201.109	79.000	0.000	6.631	0.000
201.122	79.000	0.000	6.631	0.000
201.134	79.000	0.000	6.631	0.000
201.147	79.000	0.000	6.631	0.000
201.159	79.000	0.000	6.631	0.000
201.170	79.000	0.000	6.631	0.000
201.183	79.000	0.000	6.631	0.000
201.196	79.000	0.000	6.631	0.000
201.208	79.000	0.000	6.631	0.000
201.220	79.000	0.000	6.631	0.000
201.232	79.000	0.000	6.631	0.000
201.245	79.000	0.000	6.631	0.000
201.259	79.000	0.000	6.631	0.000
201.270	79.000	0.000	6.631	0.000
201.283	79.000	0.000	6.631	0.000
201.294	79.000	0.000	6.631	0.000
201.312	79.000	0.000	6.631	0.000
201.322	79.000	0.000	6.631	0.000
201.335	79.000	0.000	6.631	0.000
201.347	79.000	0.000	6.631	0.000
201.360	79.000	0.000	6.631	0.000
201.372	79.000	0.000	6.631	0.000
201.384	79.000	0.000	6.631	0.000
201.397	79.000	0.000	6.631	0.000
201.409	79.000	0.000	6.631	0.000
201.421	79.000	0.000	6.631	0.000
201.433	79.000	0.000	6.631	0.000
201.445	79.000	0.000	6.631	0.000
201.458	79.000	0.000	6.631	0.000
201.471	79.000	0.000	6.631	0.000
201.483	79.000	0.000	6.631	0.000
201.494	79.000	0.000	6.631	0.000
201.512	79.000	0.000	6.631	0.000
201.530	79.000	0.000	6.631	0.000
201.540	79.000	0.000	6.631	0.000
201.553	79.000	0.000	6.631	0.000
201.565	79.000	0.000	6.631	0.000
201.576	79.000	0.000	6.631	0.000
201.588	79.000	0.000	6.631	0.000
201.602	79.000	0.000	6.631	0.000
201.615	79.000	0.000	6.631	0.000
201.625	79.000	0.000	6.631	0.000
201.638	79.000	0.000	6.631	0.000
201.650	79.000	0.000	6.631	0.000
201.662	79.000	0.000	6.631	0.000
201.675	79.000	0.000	6.631	0.000
