63473.538	2.388
63473.550	2.393
63473.562	2.388
63473.574	2.388
63494.908	2.393
63494.917	2.388
63494.931	2.388
63494.942	2.393
63494.956	2.388
62.330	0.000	1.360	1.390	1.372	1.389	1.000
62.340	0.000	1.360	1.390	1.372	1.389	1.000
62.346	0.000	1.360	1.385	1.372	1.389	1.000
62.351	0.000	1.360	1.390	1.367	1.389	1.000
62.358	0.000	1.360	1.390	1.372	1.389	1.000
62.364	0.000	1.360	1.390	1.372	1.389	1.000
62.370	0.000	1.360	1.390	1.372	1.389	1.000
62.376	0.000	1.360	1.390	1.372	1.389	1.000
62.381	0.000	1.360	1.390	1.372	1.389	1.000
62.387	0.000	1.360	1.385	1.367	1.389	1.000
62.395	0.000	1.360	1.390	1.372	1.389	1.000
62.401	0.000	1.365	1.390	1.372	1.389	1.000
62.407	0.000	1.360	1.390	1.372	1.389	1.000
62.413	0.000	1.365	1.390	1.372	1.389	1.000
62.419	0.000	1.360	1.390	1.372	1.389	1.000
62.425	0.000	1.360	1.390	1.372	1.389	1.000
62.430	0.000	1.360	1.390	1.372	1.389	1.000
62.436	0.000	1.360	1.390	1.377	1.389	1.000
62.443	0.000	1.360	1.390	1.372	1.389	1.000
62.448	0.000	1.360	1.390	1.372	1.389	1.000
62.454	0.000	1.360	1.390	1.372	1.384	1.000
62.461	0.000	1.365	1.390	1.372	1.389	1.000
62.468	0.000	1.360	1.390	1.367	1.389	1.000
62.475	0.000	1.355	1.390	1.372	1.389	1.000
62.481	0.000	1.360	1.396	1.372	1.394	1.000
62.487	0.000	1.360	1.390	1.372	1.389	1.000
62.494	0.000	1.360	1.390	1.372	1.389	1.000
62.500	0.000	1.360	1.390	1.372	1.389	1.000
62.507	0.000	1.360	1.390	1.372	1.389	1.000
62.513	0.000	1.360	1.390	1.377	1.389	1.000
62.519	0.000	1.360	1.390	1.372	1.389	1.000
62.526	0.000	1.360	1.390	1.372	1.389	1.000
62.532	0.000	1.360	1.390	1.372	1.394	1.000
62.539	0.000	1.360	1.390	1.372	1.389	1.000
62.545	0.000	1.360	1.390	1.372	1.389	1.000
62.551	0.000	1.360	1.390	1.372	1.389	1.000
62.558	0.000	1.360	1.390	1.372	1.389	1.000
62.565	0.000	1.360	1.390	1.372	1.389	1.000
62.571	0.000	1.360	1.390	1.372	1.389	1.000
62.578	0.000	1.360	1.390	1.372	1.389	1.000
62.584	0.000	1.360	1.390	1.372	1.389	1.000
62.591	0.000	1.360	1.390	1.367	1.389	1.000
62.597	0.000	1.360	1.390	1.377	1.394	1.000
62.603	0.000	1.360	1.390	1.372	1.389	1.000
62.610	0.000	1.360	1.390	1.372	1.389	1.000
62.616	0.000	1.360	1.390	1.372	1.389	1.000
62.623	0.000	1.360	1.390	1.367	1.389	1.000
62.629	0.000	1.365	1.385	1.367	1.394	1.000
62.636	0.000	1.360	1.390	1.372	1.389	1.000
62.642	0.000	1.360	1.385	1.372	1.389	1.000
62.649	0.000	1.360	1.390	1.377	1.389	1.000
62.655	0.000	1.355	1.385	1.372	1.389	1.000
62.662	0.000	1.365	1.390	1.372	1.389	1.000
62.668	0.000	1.360	1.390	1.367	1.389	1.000
62.675	0.000	1.360	1.390	1.372	1.389	1.000
62.681	0.000	1.360	1.385	1.372	1.389	1.000
62.687	0.000	1.360	1.390	1.372	1.389	1.000
62.694	0.000	1.360	1.390	1.372	1.389	1.000
62.701	0.000	1.360	1.390	1.372	1.389	1.000
62.708	0.000	1.360	1.385	1.372	1.389	1.000
62.714	0.000	1.360	1.396	1.372	1.394	1.000
62.721	0.000	1.355	1.390	1.372	1.389	1.000
62.728	0.000	1.360	1.390	1.372	1.389	1.000
62.740	0.000	1.360	1.385	1.372	1.389	1.000
62.746	0.000	1.360	1.390	1.372	1.389	1.000
62.752	0.000	1.360	1.390	1.372	1.389	1.000
62.759	0.000	1.360	1.390	1.372	1.384	1.000
62.766	0.000	1.360	1.390	1.372	1.389	1.000
62.772	0.000	1.355	1.385	1.372	1.389	1.000
62.779	0.000	1.360	1.390	1.372	1.389	1.000
62.785	0.000	1.360	1.390	1.372	1.389	1.000
62.792	0.000	1.360	1.390	1.367	1.389	1.000
62.798	0.000	1.360	1.390	1.372	1.389	1.000
62.805	0.000	1.360	1.385	1.367	1.389	1.000
62.812	0.000	1.360	1.390	1.372	1.389	1.000
62.818	0.000	1.355	1.390	1.372	1.394	1.000
62.825	0.000	1.360	1.390	1.372	1.389	1.000
62.832	0.000	1.365	1.390	1.372	1.389	1.000
62.838	0.000	1.360	1.385	1.372	1.389	1.000
62.845	0.000	1.360	1.390	1.377	1.389	1.000
62.852	0.000	1.360	1.390	1.372	1.384	1.000
62.859	0.000	1.360	1.390	1.372	1.389	1.000
62.865	0.000	1.360	1.390	1.372	1.389	1.000
62.873	0.000	1.360	1.390	1.372	1.389	1.000
62.882	0.000	1.360	1.390	1.372	1.389	1.000
62.890	0.000	1.355	1.390	1.367	1.389	1.000
62.896	0.000	1.360	1.396	1.372	1.389	1.000
62.903	0.000	1.360	1.390	1.372	1.389	1.000
62.911	0.000	1.360	1.390	1.372	1.389	1.000
62.918	0.000	1.360	1.385	1.372	1.384	1.000
62.925	0.000	1.360	1.390	1.372	1.389	1.000
62.932	0.000	1.360	1.390	1.367	1.384	1.000
62.945	0.000	1.365	1.390	1.372	1.389	1.000
62.954	0.000	1.360	1.385	1.372	1.394	1.000
62.961	0.000	1.360	1.385	1.372	1.389	1.000
62.968	0.000	1.360	1.385	1.372	1.389	1.000
62.975	0.000	1.360	1.390	1.372	1.389	1.000
62.982	0.000	1.365	1.396	1.372	1.389	1.000
62.989	0.000	1.360	1.385	1.372	1.389	1.000
